Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
192.168.10.25-23.208.107.184-50094-443-6,192.168.10.25,50094,23.208.107.184,443,6,06/07/2017 10:39,98,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,377551.0204,20408.16327,98,0,98,98,98,98,0,98,98,0,0,0,0,0,1,0,0,0,64,0,20408.16327,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.10-192.168.10.25-443-50108-6,192.168.10.25,50108,172.217.10.10,443,6,06/07/2017 10:39,95,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,389473.6842,21052.63158,95,0,95,95,95,95,0,95,95,0,0,0,0,0,1,0,0,0,64,0,21052.63158,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.10-192.168.10.25-443-50132-6,192.168.10.25,50132,172.217.10.10,443,6,06/07/2017 10:39,18,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,2055555.556,111111.1111,18,0,18,18,18,18,0,18,18,0,0,0,0,0,1,0,0,0,64,0,111111.1111,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50086-443-6,192.168.10.25,50086,23.208.107.184,443,6,06/07/2017 10:39,75,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,493333.3333,26666.66667,75,0,75,75,75,75,0,75,75,0,0,0,0,0,1,0,0,0,64,0,26666.66667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50087-443-6,192.168.10.25,50087,23.208.107.184,443,6,06/07/2017 10:39,16,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,2312500,125000,16,0,16,16,16,16,0,16,16,0,0,0,0,0,1,0,0,0,64,0,125000,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50092-443-6,192.168.10.25,50092,23.208.107.184,443,6,06/07/2017 10:39,24,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1541666.667,83333.33333,24,0,24,24,24,24,0,24,24,0,0,0,0,0,1,0,0,0,64,0,83333.33333,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50130-443-6,192.168.10.25,50130,23.208.107.184,443,6,06/07/2017 10:39,75,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,493333.3333,26666.66667,75,0,75,75,75,75,0,75,75,0,0,0,0,0,1,0,0,0,64,0,26666.66667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.129-192.168.10.25-443-50113-6,192.168.10.25,50113,172.217.10.129,443,6,06/07/2017 10:39,44,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,840909.0909,45454.54545,44,0,44,44,44,44,0,44,44,0,0,0,0,0,1,0,0,0,64,0,45454.54545,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50093-443-6,192.168.10.25,50093,23.208.107.184,443,6,06/07/2017 10:39,36,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1027777.778,55555.55556,36,0,36,36,36,36,0,36,36,0,0,0,0,0,1,0,0,0,64,0,55555.55556,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.67-192.168.10.25-443-50111-6,192.168.10.25,50111,172.217.10.67,443,6,06/07/2017 10:39,24,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1541666.667,83333.33333,24,0,24,24,24,24,0,24,24,0,0,0,0,0,1,0,0,0,64,0,83333.33333,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.67-192.168.10.25-443-50118-6,192.168.10.25,50118,172.217.10.67,443,6,06/07/2017 10:39,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1.23E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.67-192.168.10.25-443-50121-6,192.168.10.25,50121,172.217.10.67,443,6,06/07/2017 10:39,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1.23E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.67-192.168.10.25-443-50122-6,192.168.10.25,50122,172.217.10.67,443,6,06/07/2017 10:39,47,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,787234.0426,42553.19149,47,0,47,47,47,47,0,47,47,0,0,0,0,0,1,0,0,0,64,0,42553.19149,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.138-192.168.10.25-443-50116-6,192.168.10.25,50116,172.217.10.138,443,6,06/07/2017 10:39,26,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1423076.923,76923.07692,26,0,26,26,26,26,0,26,26,0,0,0,0,0,1,0,0,0,64,0,76923.07692,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50129-443-6,192.168.10.25,50129,23.208.107.184,443,6,06/07/2017 10:39,39,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,948717.9487,51282.05128,39,0,39,39,39,39,0,39,39,0,0,0,0,0,1,0,0,0,64,0,51282.05128,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.40-192.168.10.25-443-50099-6,192.168.10.25,50099,172.217.10.40,443,6,06/07/2017 10:39,22,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1681818.182,90909.09091,22,0,22,22,22,22,0,22,22,0,0,0,0,0,1,0,0,0,64,0,90909.09091,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50123-6,192.168.10.25,50123,172.217.12.195,443,6,06/07/2017 10:39,22,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1681818.182,90909.09091,22,0,22,22,22,22,0,22,22,0,0,0,0,0,1,0,0,0,64,0,90909.09091,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50126-6,192.168.10.25,50126,172.217.12.195,443,6,06/07/2017 10:39,55,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,672727.2727,36363.63636,55,0,55,55,55,55,0,55,55,0,0,0,0,0,1,0,0,0,64,0,36363.63636,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50124-6,192.168.10.25,50124,172.217.12.195,443,6,06/07/2017 10:39,21,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1761904.762,95238.09524,21,0,21,21,21,21,0,21,21,0,0,0,0,0,1,0,0,0,64,0,95238.09524,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50125-6,192.168.10.25,50125,172.217.12.195,443,6,06/07/2017 10:39,45,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,822222.2222,44444.44444,45,0,45,45,45,45,0,45,45,0,0,0,0,0,1,0,0,0,64,0,44444.44444,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,65535,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50097-443-6,23.208.107.184,443,192.168.10.25,50097,6,06/07/2017 10:39,264,2,1,37,6,37,0,18.5,26.1629509,6,6,6,0,162878.7879,11363.63636,132,65.05382387,178,86,264,264,0,264,264,0,0,0,0,0,1,0,0,0,64,20,7575.757576,3787.878788,0,37,20,19.78214683,391.3333333,0,1,0,0,1,0,0,0,0,26.66666667,18.5,6,64,0,0,0,0,0,0,2,37,1,6,1073,0,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50094-443-6,23.208.107.184,443,192.168.10.25,50094,6,06/07/2017 10:39,5,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,7400000,400000,5,0,5,5,5,5,0,5,5,0,0,0,0,0,1,0,0,0,64,0,400000,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,1039,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50086-443-6,23.208.107.184,443,192.168.10.25,50086,6,06/07/2017 10:39,163,1,1,0,0,0,0,0,0,0,0,0,0,0,12269.93865,163,0,163,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6134.969325,6134.969325,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1555,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50087-443-6,23.208.107.184,443,192.168.10.25,50087,6,06/07/2017 10:39,103,1,1,0,0,0,0,0,0,0,0,0,0,0,19417.47573,103,0,103,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,9708.737864,9708.737864,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1096,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50092-443-6,23.208.107.184,443,192.168.10.25,50092,6,06/07/2017 10:39,151,1,1,0,0,0,0,0,0,0,0,0,0,0,13245.03311,151,0,151,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6622.516556,6622.516556,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,1063,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50093-443-6,23.208.107.184,443,192.168.10.25,50093,6,06/07/2017 10:39,3,2,0,37,0,37,0,18.5,26.1629509,0,0,0,0,1.23E+07,666666.6667,3,0,3,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,0,666666.6667,0,0,37,24.66666667,21.36195996,456.3333333,0,1,0,0,1,0,0,0,0,37,18.5,0,64,0,0,0,0,0,0,2,37,0,0,972,-1,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.6.194-192.168.10.25-443-50110-6,172.217.6.194,443,192.168.10.25,50110,6,06/07/2017 10:39,52,1,1,0,0,0,0,0,0,0,0,0,0,0,38461.53846,52,0,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,19230.76923,19230.76923,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50129-443-6,23.208.107.184,443,192.168.10.25,50129,6,06/07/2017 10:39,95,2,1,37,6,37,0,18.5,26.1629509,6,6,6,0,452631.5789,31578.94737,47.5,62.93250353,92,3,3,3,0,3,3,0,0,0,0,0,1,0,0,0,64,20,21052.63158,10526.31579,0,37,20,19.78214683,391.3333333,0,1,0,0,1,0,0,0,0,26.66666667,18.5,6,64,0,0,0,0,0,0,2,37,1,6,972,0,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.6.194-192.168.10.25-443-50110-6,172.217.6.194,443,192.168.10.25,50110,6,06/07/2017 10:39,73,1,1,0,0,0,0,0,0,0,0,0,0,0,27397.26027,73,0,73,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13698.63014,13698.63014,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.10.226-192.168.10.25-443-50103-6,172.217.10.226,443,192.168.10.25,50103,6,06/07/2017 10:39,53,1,1,0,0,0,0,0,0,0,0,0,0,0,37735.84906,53,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,18867.92453,18867.92453,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50086-443-6,23.208.107.184,443,192.168.10.25,50086,6,06/07/2017 10:39,19487,3,1,43,6,37,0,14.33333333,19.85782801,6,6,6,0,2514.496844,205.2650485,6495.666667,11147.90583,19368,4,19487,9743.5,13773.73299,19483,4,0,0,0,0,0,1,0,0,0,84,20,153.9487864,51.31626212,0,37,17.2,18.24006579,332.7,0,1,0,0,1,0,0,0,0,21.5,14.33333333,6,84,0,0,0,0,0,0,3,43,1,6,1555,0,1,20,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50125-6,172.217.12.195,443,192.168.10.25,50125,6,06/07/2017 10:39,68,1,1,0,0,0,0,0,0,0,0,0,0,0,29411.76471,68,0,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,14705.88235,14705.88235,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50126-6,172.217.12.195,443,192.168.10.25,50126,6,06/07/2017 10:39,72,1,1,0,0,0,0,0,0,0,0,0,0,0,27777.77778,72,0,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,13888.88889,13888.88889,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50123-6,172.217.12.195,443,192.168.10.25,50123,6,06/07/2017 10:39,88,1,1,0,0,0,0,0,0,0,0,0,0,0,22727.27273,88,0,88,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,11363.63636,11363.63636,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
172.217.12.195-192.168.10.25-443-50124-6,172.217.12.195,443,192.168.10.25,50124,6,06/07/2017 10:39,82,1,1,0,0,0,0,0,0,0,0,0,0,0,24390.2439,82,0,82,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,12195.12195,12195.12195,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,349,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50092-443-6,23.208.107.184,443,192.168.10.25,50092,6,06/07/2017 10:39,19670,3,1,43,6,37,0,14.33333333,19.85782801,6,6,6,0,2491.103203,203.3553635,6556.666667,11196.33834,19485,52,19670,9835,13647.16088,19485,185,0,0,0,0,0,1,0,0,0,84,20,152.5165226,50.83884087,0,37,17.2,18.24006579,332.7,0,1,0,0,1,0,0,0,0,21.5,14.33333333,6,84,0,0,0,0,0,0,3,43,1,6,1063,0,1,20,0,0,0,0,0,0,0,0,BENIGN
172.217.10.10-192.168.10.25-443-50108-6,172.217.10.10,443,192.168.10.25,50108,6,06/07/2017 10:39,57,1,1,0,0,0,0,0,0,0,0,0,0,0,35087.7193,57,0,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,17543.85965,17543.85965,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,385,65535,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50091-443-6,23.208.107.184,443,192.168.10.25,50091,6,06/07/2017 10:39,67,2,1,37,6,37,0,18.5,26.1629509,6,6,6,0,641791.0448,44776.1194,33.5,44.54772721,65,2,2,2,0,2,2,0,0,0,0,0,1,0,0,0,64,20,29850.74627,14925.37313,0,37,20,19.78214683,391.3333333,0,1,0,0,1,0,0,0,0,26.66666667,18.5,6,64,0,0,0,0,0,0,2,37,1,6,1374,0,0,32,0,0,0,0,0,0,0,0,BENIGN
192.168.10.25-23.208.107.184-50096-443-6,23.208.107.184,443,192.168.10.25,50096,6,06/07/2017 10:39,248,2,1,37,6,37,0,18.5,26.1629509,6,6,6,0,173387.0968,12096.77419,124,43.84062043,155,93,248,248,0,248,248,0,0,0,0,0,1,0,0,0,64,20,8064.516129,4032.258065,0,37,20,19.78214683,391.3333333,0,1,0,0,1,0,0,0,0,26.66666667,18.5,6,64,0,0,0,0,0,0,2,37,1,6,1207,0,0,32,0,0,0,0,0,0,0,0,BENIGN
