Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
172.16.0.1-192.168.10.50-33394-80-6,172.16.0.1,33394,192.168.10.50,80,6,5/7/2017 10:15,109946495,4,3,531,0,520,0,132.75,258.218738,0,0,0,0,4.829621899,0.063667332,1.83E+07,4.49E+07,1.10E+08,53,1.10E+08,3.66E+07,6.35E+07,1.10E+08,613,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5272,0,0,0,0,136,104,0.036381333,0.027285999,0,520,66.375,183.332592,33610.83929,0,0,0,1,0,0,0,0,0,75.85714286,132.75,0,136,0,0,0,0,0,0,4,531,3,0,29200,235,2,32,5325,0,5325,5325,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33396-80-6,172.16.0.1,33396,192.168.10.50,80,6,5/7/2017 10:15,109941264,4,3,528,0,520,0,132,258.6941566,0,0,0,0,4.802564395,0.063670361,1.83E+07,4.49E+07,1.10E+08,56,1.10E+08,3.66E+07,6.35E+07,1.10E+08,629,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5221,0,0,0,0,136,104,0.036383064,0.027287298,0,520,66,183.4650609,33659.42857,0,0,0,1,0,0,0,0,0,75.42857143,132,0,136,0,0,0,0,0,0,4,528,3,0,29200,235,2,32,5311,0,5311,5311,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33398-80-6,172.16.0.1,33398,192.168.10.50,80,6,5/7/2017 10:15,109936031,4,3,535,0,520,0,133.75,257.5970691,0,0,0,0,4.866466391,0.063673392,1.83E+07,4.49E+07,1.10E+08,74,1.10E+08,3.66E+07,6.35E+07,1.10E+08,621,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5253,0,0,0,0,136,104,0.036384795,0.027288597,0,520,66.875,183.1653722,33549.55357,0,0,0,1,0,0,0,0,0,76.42857143,133.75,0,136,0,0,0,0,0,0,4,535,3,0,29200,235,2,32,5327,0,5327,5327,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33664-80-6,172.16.0.1,33664,192.168.10.50,80,6,5/7/2017 10:15,83400021,18,2,5200,0,520,0,288.8888889,265.8811961,0,0,0,0,62.3501042,0.239808093,4389474.789,6079937.264,2.08E+07,90,8.34E+07,4905883.588,6236570.747,2.08E+07,594,3.16E+07,3.16E+07,0,3.16E+07,3.16E+07,0,0,0,0,624,80,0.215827284,0.023980809,0,520,247.6190476,266.1184842,70819.04762,0,0,0,1,0,0,0,0,0,260,288.8888889,0,624,0,0,0,0,0,0,18,5200,2,0,29200,28960,10,32,4517642,3918954.511,7008529,377,1.16E+07,6049226.628,2.08E+07,5399131,DoS Slowhttptest
172.16.0.1-192.168.10.50-33694-80-6,172.16.0.1,33694,192.168.10.50,80,6,5/7/2017 10:15,83385834,18,2,5200,0,520,0,288.8888889,265.8811961,0,0,0,0,62.36071225,0.239848893,4388728.105,6089127.15,2.08E+07,108,8.34E+07,4905049.059,6246721.428,2.08E+07,496,3.15E+07,3.15E+07,0,3.15E+07,3.15E+07,0,0,0,0,624,80,0.215864004,0.023984889,0,520,247.6190476,266.1184842,70819.04762,0,0,0,1,0,0,0,0,0,260,288.8888889,0,624,0,0,0,0,0,0,18,5200,2,0,29200,28960,10,32,4518278,3919576.772,7010520,364,1.16E+07,6086458.175,2.08E+07,5303271,DoS Slowhttptest
172.16.0.1-192.168.10.50-33666-80-6,172.16.0.1,33666,192.168.10.50,80,6,5/7/2017 10:15,115458260,19,2,5200,0,520,0,273.6842105,266.7543715,0,0,0,0,45.03792106,0.181883912,5772913,8567304.794,3.21E+07,131,1.15E+08,6414347.778,8813498.845,3.21E+07,693,3.15E+07,3.15E+07,0,3.15E+07,3.15E+07,0,0,0,0,664,80,0.164561635,0.017322277,0,520,236.3636364,265.0165395,70233.76623,0,0,0,1,0,0,0,0,0,247.6190476,273.6842105,0,664,0,0,0,0,0,0,19,5200,2,0,29200,28960,10,32,4518644,3919805.336,7011556,504,1.46E+07,9506700.407,3.21E+07,5335498,DoS Slowhttptest
172.16.0.1-192.168.10.50-33668-80-6,172.16.0.1,33668,192.168.10.50,80,6,5/7/2017 10:15,115453289,19,2,5200,0,520,0,273.6842105,266.7543715,0,0,0,0,45.03986023,0.181891743,5772664.45,8567406.195,3.21E+07,144,1.15E+08,6414071.611,8813629.757,3.21E+07,564,3.15E+07,3.15E+07,0,3.15E+07,3.15E+07,0,0,0,0,664,80,0.16456872,0.017323023,0,520,236.3636364,265.0165395,70233.76623,0,0,0,1,0,0,0,0,0,247.6190476,273.6842105,0,664,0,0,0,0,0,0,19,5200,2,0,29200,28960,10,32,4516981.333,3918220.429,7006364,489,1.46E+07,9506768.113,3.21E+07,5335480,DoS Slowhttptest
172.16.0.1-192.168.10.50-33400-80-6,172.16.0.1,33400,192.168.10.50,80,6,5/7/2017 10:15,109930853,4,3,532,0,520,0,133,258.0620081,0,0,0,0,4.839405731,0.063676391,1.83E+07,4.49E+07,1.10E+08,44,1.10E+08,3.66E+07,6.35E+07,1.10E+08,620,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5259,0,0,0,0,136,104,0.036386509,0.027289882,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,0,76,133,0,136,0,0,0,0,0,0,4,532,3,0,29200,235,2,32,5303,0,5303,5303,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33402-80-6,172.16.0.1,33402,192.168.10.50,80,6,5/7/2017 10:15,109925630,4,3,539,0,520,0,134.75,256.9894615,0,0,0,0,4.903315087,0.063679417,1.83E+07,4.49E+07,1.10E+08,27,1.10E+08,3.66E+07,6.35E+07,1.10E+08,586,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5201,0,0,0,0,136,104,0.036388238,0.027291179,0,520,67.375,183.0089284,33492.26786,0,0,0,1,0,0,0,0,0,77,134.75,0,136,0,0,0,0,0,0,4,539,3,0,29200,235,2,32,5251,0,5251,5251,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33404-80-6,172.16.0.1,33404,192.168.10.50,80,6,5/7/2017 10:15,109920456,4,3,524,0,520,0,131,259.3401884,0,0,0,0,4.767083572,0.063682414,1.83E+07,4.49E+07,1.10E+08,72,1.10E+08,3.66E+07,6.35E+07,1.10E+08,608,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5250,0,0,0,0,136,104,0.036389951,0.027292463,0,520,65.5,183.6510667,33727.71429,0,0,0,1,0,0,0,0,0,74.85714286,131,0,136,0,0,0,0,0,0,4,524,3,0,29200,235,2,32,5322,0,5322,5322,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33408-80-6,172.16.0.1,33408,192.168.10.50,80,6,5/7/2017 10:15,109910016,4,3,535,0,520,0,133.75,257.5970691,0,0,0,0,4.867618252,0.063688463,1.83E+07,4.49E+07,1.10E+08,17,1.10E+08,3.66E+07,6.35E+07,1.10E+08,615,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5228,0,0,0,0,136,104,0.036393407,0.027295056,0,520,66.875,183.1653722,33549.55357,0,0,0,1,0,0,0,0,0,76.42857143,133.75,0,136,0,0,0,0,0,0,4,535,3,0,29200,235,2,32,5264,0,5264,5264,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33406-80-6,172.16.0.1,33406,192.168.10.50,80,6,5/7/2017 10:15,109915271,4,3,539,0,520,0,134.75,256.9894615,0,0,0,0,4.903777201,0.063685418,1.83E+07,4.49E+07,1.10E+08,73,1.10E+08,3.66E+07,6.35E+07,1.10E+08,611,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5224,0,0,0,0,136,104,0.036391668,0.027293751,0,520,67.375,183.0089284,33492.26786,0,0,0,1,0,0,0,0,0,77,134.75,0,136,0,0,0,0,0,0,4,539,3,0,29200,235,2,32,5297,0,5297,5297,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33410-80-6,172.16.0.1,33410,192.168.10.50,80,6,5/7/2017 10:15,109904796,4,3,529,0,520,0,132.25,258.5348139,0,0,0,0,4.813256739,0.063691488,1.83E+07,4.49E+07,1.10E+08,17,1.10E+08,3.66E+07,6.34E+07,1.10E+08,588,1.10E+08,5.50E+07,7.77E+07,1.10E+08,5267,0,0,0,0,136,104,0.036395136,0.027296352,0,520,66.125,183.4202337,33642.98214,0,0,0,1,0,0,0,0,0,75.57142857,132.25,0,136,0,0,0,0,0,0,4,529,3,0,29200,235,2,32,5284,0,5284,5284,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33412-80-6,172.16.0.1,33412,192.168.10.50,80,6,5/7/2017 10:15,109899658,4,3,533,0,520,0,133.25,257.9061522,0,0,0,0,4.849878605,0.063694466,1.83E+07,4.49E+07,1.10E+08,49,1.10E+08,3.66E+07,6.34E+07,1.10E+08,622,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5375,0,0,0,0,136,104,0.036396838,0.027297628,0,520,66.625,183.2476369,33579.69643,0,0,0,1,0,0,0,0,0,76.14285714,133.25,0,136,0,0,0,0,0,0,4,533,3,0,29200,235,2,32,5424,0,5424,5424,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33414-80-6,172.16.0.1,33414,192.168.10.50,80,6,5/7/2017 10:15,109894637,4,3,528,0,520,0,132,258.6941566,0,0,0,0,4.804602066,0.063697376,1.83E+07,4.49E+07,1.10E+08,47,1.10E+08,3.66E+07,6.34E+07,1.10E+08,779,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5434,0,0,0,0,136,104,0.036398501,0.027298875,0,520,66,183.4650609,33659.42857,0,0,0,1,0,0,0,0,0,75.42857143,132,0,136,0,0,0,0,0,0,4,528,3,0,29200,235,2,32,5482,0,5482,5482,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33416-80-6,172.16.0.1,33416,192.168.10.50,80,6,5/7/2017 10:15,109889203,4,3,535,0,520,0,133.75,257.5970691,0,0,0,0,4.868540179,0.063700526,1.83E+07,4.49E+07,1.10E+08,15,1.10E+08,3.66E+07,6.34E+07,1.10E+08,617,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5252,0,0,0,0,136,104,0.0364003,0.027300225,0,520,66.875,183.1653722,33549.55357,0,0,0,1,0,0,0,0,0,76.42857143,133.75,0,136,0,0,0,0,0,0,4,535,3,0,29200,235,2,32,5273,0,5273,5273,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33418-80-6,172.16.0.1,33418,192.168.10.50,80,6,5/7/2017 10:15,109884011,4,3,532,0,520,0,133,258.0620081,0,0,0,0,4.841468701,0.063703536,1.83E+07,4.49E+07,1.10E+08,17,1.10E+08,3.66E+07,6.34E+07,1.10E+08,589,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5291,0,0,0,0,136,104,0.03640202,0.027301515,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,0,76,133,0,136,0,0,0,0,0,0,4,532,3,0,29200,235,2,32,5308,0,5308,5308,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33422-80-6,172.16.0.1,33422,192.168.10.50,80,6,5/7/2017 10:15,109873762,4,3,539,0,520,0,134.75,256.9894615,0,0,0,0,4.90562979,0.063709478,1.83E+07,4.49E+07,1.10E+08,15,1.10E+08,3.66E+07,6.34E+07,1.10E+08,779,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5455,0,0,0,0,136,104,0.036405416,0.027304062,0,520,67.375,183.0089284,33492.26786,0,0,0,1,0,0,0,0,0,77,134.75,0,136,0,0,0,0,0,0,4,539,3,0,29200,235,2,32,5470,0,5470,5470,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33420-80-6,172.16.0.1,33420,192.168.10.50,80,6,5/7/2017 10:15,109878782,4,3,526,0,520,0,131.5,259.0154436,0,0,0,0,4.787093472,0.063706567,1.83E+07,4.49E+07,1.10E+08,17,1.10E+08,3.66E+07,6.34E+07,1.10E+08,621,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5353,0,0,0,0,136,104,0.036403753,0.027302814,0,520,65.75,183.5567254,33693.07143,0,0,0,1,0,0,0,0,0,75.14285714,131.5,0,136,0,0,0,0,0,0,4,526,3,0,29200,235,2,32,5382,0,5382,5382,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33424-80-6,172.16.0.1,33424,192.168.10.50,80,6,5/7/2017 10:15,109868358,4,3,536,0,520,0,134,257.443845,0,0,0,0,4.878565674,0.063712611,1.83E+07,4.49E+07,1.10E+08,14,1.10E+08,3.66E+07,6.34E+07,1.10E+08,609,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5230,0,0,0,0,136,104,0.036407207,0.027305405,0,520,67,183.1252499,33534.85714,0,0,0,1,0,0,0,0,0,76.57142857,134,0,136,0,0,0,0,0,0,4,536,3,0,29200,235,2,32,5247,0,5247,5247,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33426-80-6,172.16.0.1,33426,192.168.10.50,80,6,5/7/2017 10:15,109863185,4,3,537,0,520,0,134.25,257.2915013,0,0,0,0,4.887897616,0.063715611,1.83E+07,4.48E+07,1.10E+08,10,1.10E+08,3.66E+07,6.34E+07,1.10E+08,580,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5264,0,0,0,0,136,104,0.036408921,0.027306691,0,520,67.125,183.0858015,33520.41071,0,0,0,1,0,0,0,0,0,76.71428571,134.25,0,136,0,0,0,0,0,0,4,537,3,0,29200,235,2,32,5274,0,5274,5274,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33428-80-6,172.16.0.1,33428,192.168.10.50,80,6,5/7/2017 10:15,109857973,4,3,532,0,520,0,133,258.0620081,0,0,0,0,4.842616202,0.063718634,1.83E+07,4.48E+07,1.10E+08,13,1.10E+08,3.66E+07,6.34E+07,1.10E+08,651,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5250,0,0,0,0,136,104,0.036410648,0.027307986,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,0,76,133,0,136,0,0,0,0,0,0,4,532,3,0,29200,235,2,32,5263,0,5263,5263,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33430-80-6,172.16.0.1,33430,192.168.10.50,80,6,5/7/2017 10:15,109852751,4,3,532,0,520,0,133,258.0620081,0,0,0,0,4.842846403,0.063721663,1.83E+07,4.48E+07,1.10E+08,16,1.10E+08,3.66E+07,6.34E+07,1.10E+08,622,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5247,0,0,0,0,136,104,0.036412379,0.027309284,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,0,76,133,0,136,0,0,0,0,0,0,4,532,3,0,29200,235,2,32,5263,0,5263,5263,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33432-80-6,172.16.0.1,33432,192.168.10.50,80,6,5/7/2017 10:15,109847601,4,3,532,0,520,0,133,258.0620081,0,0,0,0,4.84307345,0.063724651,1.83E+07,4.48E+07,1.10E+08,48,1.10E+08,3.66E+07,6.34E+07,1.10E+08,618,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5220,0,0,0,0,136,104,0.036414086,0.027310565,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,0,76,133,0,136,0,0,0,0,0,0,4,532,3,0,29200,235,2,32,5276,0,5276,5276,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
172.16.0.1-192.168.10.50-33434-80-6,172.16.0.1,33434,192.168.10.50,80,6,5/7/2017 10:15,109842402,4,3,532,0,520,0,133,258.0620081,0,0,0,0,4.84330268,0.063727667,1.83E+07,4.48E+07,1.10E+08,69,1.10E+08,3.66E+07,6.34E+07,1.10E+08,637,1.10E+08,5.49E+07,7.77E+07,1.10E+08,5267,0,0,0,0,136,104,0.03641581,0.027311857,0,520,66.5,183.2897784,33595.14286,0,0,0,1,0,0,0,0,0,76,133,0,136,0,0,0,0,0,0,4,532,3,0,29200,235,2,32,5336,0,5336,5336,1.10E+08,0,1.10E+08,1.10E+08,DoS Slowhttptest
