processed 0 flows
Cluster 71 is anomaly with the nodes:
found (amount) anomaly in node: {'side': 'Client', 'amount': 21, 'length': 6225.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 373.0, 'mean_packet_length': 296.42857142857144, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53543', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 28, 'length': 7397.0, 'time_delta': 0.0, 'min_packet_length': 12.0, 'max_packet_length': 2014.0, 'mean_packet_length': 264.17857142857144, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 2, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53551', 'flows': 3, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 28, 'length': 21273.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 852.0, 'mean_packet_length': 759.75, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53568', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 10, 'length': 6223.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 459.0, 'mean_packet_length': 622.3, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53605', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 8, 'length': 3123.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 196.0, 'mean_packet_length': 390.375, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53588', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 8, 'length': 3349.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 342.0, 'mean_packet_length': 418.625, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53608', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 10, 'length': 4879.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 195.0, 'mean_packet_length': 487.9, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53599', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 5382.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 193.0, 'mean_packet_length': 598.0, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53595', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 16, 'length': 10777.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 1267.0, 'mean_packet_length': 673.5625, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 2, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53601', 'flows': 3, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 21, 'length': 5879.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 501.0, 'mean_packet_length': 279.95238095238096, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53610', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 5, 'length': 2278.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 433.0, 'mean_packet_length': 455.6, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53622', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 3563.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 203.0, 'mean_packet_length': 395.8888888888889, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53632', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 3847.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 675.0, 'mean_packet_length': 427.44444444444446, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 2, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53651', 'flows': 3, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 8, 'length': 3378.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 191.0, 'mean_packet_length': 422.25, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53641', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 8, 'length': 3118.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 193.0, 'mean_packet_length': 389.75, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53636', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 10, 'length': 4714.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 433.0, 'mean_packet_length': 471.4, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53620', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 14, 'length': 8886.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 522.0, 'mean_packet_length': 634.7142857142857, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 2, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53618', 'flows': 3, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 15, 'length': 2728.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 465.0, 'mean_packet_length': 181.86666666666667, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53653', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:42'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 17, 'length': 6381.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 1317.0, 'mean_packet_length': 375.3529411764706, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53616', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:42'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 21, 'length': 6654.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 1307.0, 'mean_packet_length': 316.85714285714283, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53612', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 23, 'length': 9227.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 363.0, 'mean_packet_length': 401.17391304347825, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 2, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53629', 'flows': 3, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 21, 'length': 7657.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 327.0, 'mean_packet_length': 364.6190476190476, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53613', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 14, 'length': 4921.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 1082.0, 'mean_packet_length': 351.5, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53665', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 16, 'length': 4617.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 325.0, 'mean_packet_length': 288.5625, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53672', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 7, 'length': 3073.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 197.0, 'mean_packet_length': 439.0, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53679', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 6456.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 491.0, 'mean_packet_length': 717.3333333333334, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53682', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 5834.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 2253.0, 'mean_packet_length': 648.2222222222222, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53684', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 3556.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 515.0, 'mean_packet_length': 395.1111111111111, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53688', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 11, 'length': 7190.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 594.0, 'mean_packet_length': 653.6363636363636, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53668', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 8, 'length': 3163.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 193.0, 'mean_packet_length': 395.375, 'FIN_count': 0, 'SYN_count': 1, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53674', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 2731.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 348.0, 'mean_packet_length': 303.44444444444446, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 1, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53666', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 9, 'length': 5386.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 519.0, 'mean_packet_length': 598.4444444444445, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53694', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:41'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 17, 'length': 7041.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 504.0, 'mean_packet_length': 414.1764705882353, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 1, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53685', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:42'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 15, 'length': 5209.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 1267.0, 'mean_packet_length': 347.26666666666665, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53673', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:42'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 21, 'length': 4365.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 394.0, 'mean_packet_length': 207.85714285714286, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53659', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 23, 'length': 5356.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 433.0, 'mean_packet_length': 232.8695652173913, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53692', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 23, 'length': 6342.0, 'time_delta': 0.0, 'min_packet_length': 0.0, 'max_packet_length': 405.0, 'mean_packet_length': 275.7391304347826, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53687', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
found (amount) anomaly in node: {'side': 'Client', 'amount': 23, 'length': 5575.0, 'time_delta': 0.0, 'min_packet_length': 6.0, 'max_packet_length': 592.0, 'mean_packet_length': 242.3913043478261, 'FIN_count': 0, 'SYN_count': 0, 'RST_count': 0, 'PSH_count': 1, 'ACK_count': 1, 'URG_count': 0, 'anomaly_score_history': [], 'cluster': 71, 'printed': False, 'pred': True, 'label': False, 'cluster_pred': True, 'ann_pred': False, 'ip': '192.168.10.15', 'port': '53691', 'flows': 2, 'color': 'yellow', 'packet_index': '06/07/2017 10:43'}
